lambda,0,30,60,90,120,150
531.306,3723.24881,644.3378,1544.33304,6027.90625,10710.65089,9591.97946
531.529,3714.79643,640.17113,1558.18542,6060.1253,10738.73185,9598.4128
531.752,3707.01071,635.85208,1572.14732,6091.25387,10764.50327,9604.56518
531.974,3697.60595,631.74732,1586.75685,6120.33482,10788.75565,9605.19375
532.197,3687.76786,627.21399,1600.42351,6149.76339,10810.10804,9604.77946
532.42,3675.27738,623.12351,1613.44732,6177.2253,10828.19851,9600.68423
532.642,3664.27262,618.66637,1626.87113,6203.21577,10846.42232,9596.24137
532.865,3654.17262,614.4997,1640.79494,6230.93958,10867.4747,9597.50804
533.087,3643.28214,610.00923,1654.40446,6256.76815,10883.2747,9594.18423
533.31,3631.825,605.44256,1667.97113,6280.32054,10899.53185,9590.6128
533.533,3623.85357,601.14732,1682.02351,6309.23958,10923.15089,9594.84137
533.755,3612.21548,597.44256,1695.40923,6335.3872,10940.43661,9593.64613
533.978,3599.76786,593.29018,1708.60923,6358.79673,10958.30804,9590.96994
534.2,3586.72024,588.89018,1721.16161,6380.99196,10970.6128,9581.38899
534.423,3573.70595,584.71875,1734.1378,6403.24435,10984.48423,9576.32232
534.645,3560.5869,580.38542,1747.46637,6426.6872,10999.36042,9569.17946
534.868,3548.33452,576.22351,1760.20923,6449.68244,11013.04613,9562.16994
535.09,3534.22024,571.83304,1773.96637,6473.04435,11025.37946,9553.05089
535.312,3521.51548,568.16637,1787.40446,6497.56815,11038.6747,9546.04613
535.535,3507.21071,564.31875,1799.62351,6519.80149,11049.66518,9535.9747
535.757,3493.02976,560.58065,1811.66161,6540.75863,11056.34137,9523.46518
535.98,3479.8631,556.24732,1825.13304,6563.35863,11068.74613,9515.66518
536.202,3465.7869,552.52827,1838.75685,6582.32054,11076.51756,9506.19851
536.424,3452.45357,549.01875,1851.29018,6603.7253,11087.13185,9497.81756
536.647,3437.73452,545.71399,1863.44256,6623.82054,11094.73661,9487.31756
536.869,3422.92976,542.19494,1876.33304,6643.02054,11104.98423,9477.65089
537.091,3411.44405,539.04256,1890.54732,6664.4872,11116.88423,9470.93185
537.314,3397.45833,535.81399,1903.00446,6683.66339,11124.41756,9460.51756
537.536,3382.08214,532.30446,1914.96637,6702.84435,11127.95089,9445.30327
537.758,3369.1869,528.67113,1929.08065,6725.71577,11137.94613,9436.66518
537.981,3356.51548,525.24256,1942.81399,6749.76339,11149.57946,9429.25565
538.203,3339.72976,521.93304,1955.60446,6768.13006,11153.2747,9413.57946
538.425,3326.65357,518.56637,1970.07589,6790.35387,11163.06518,9404.1747
538.647,3312.92976,515.52827,1983.49018,6811.80149,11167.77946,9390.8747
538.869,3300.02976,512.44256,1997.47113,6835.43006,11178.35089,9381.11756
539.092,3285.84405,509.72827,2010.92827,6855.11577,11184.50327,9367.18899
539.314,3270.21071,507.05208,2023.71875,6872.82054,11187.17946,9352.22232
539.536,3255.37738,503.91399,2036.70923,6891.11101,11191.09375,9337.27946
539.758,3241.60119,501.82827,2050.61399,6910.31101,11197.76994,9324.96042
539.98,3228.00119,499.59018,2063.52827,6929.43006,11204.0747,9311.08423
540.202,3214.89167,496.89018,2077.3997,6947.96339,11210.32232,9299.73661
540.424,3201.15833,494.36161,2091.68065,6970.25863,11220.54137,9290.48423
540.647,3185.95357,491.75685,2104.63304,6988.15863,11221.85565,9274.00804
540.869,3171.35357,488.99494,2117.30446,7007.26339,11226.69375,9258.90327
541.091,3156.97738,486.15208,2131.05208,7025.09196,11230.4747,9243.96042
541.313,3142.63929,483.37589,2144.22351,7044.24911,11234.1747,9230.56042
541.535,3130.01071,480.85208,2158.24256,7064.09673,11238.45089,9218.13661
541.757,3115.01071,478.42827,2170.31399,7080.03482,11240.14613,9200.56042
541.979,3101.57738,476.18542,2183.90923,7100.56339,11246.22708,9189.42232
542.201,3088.90119,474.20446,2198.72827,7121.43482,11254.18899,9179.86518
542.423,3073.33452,471.85685,2211.39494,7137.66815,11254.39375,9162.09851
542.645,3059.50119,469.96161,2225.6378,7157.94911,11260.78899,9150.76994
542.867,3046.41548,468.15685,2238.93304,7179.01577,11266.74613,9138.8747
543.088,3032.14405,466.30446,2252.24732,7198.71101,11274.96042,9125.83661
543.31,3018.44405,464.30923,2265.70446,7217.97768,11281.55089,9111.53661
543.532,3003.84405,462.71399,2279.29494,7233.45387,11283.99851,9096.50804
543.754,2991.47262,460.70923,2294.18542,7254.83482,11289.36042,9084.93661
543.976,2979.17738,459.37113,2308.99018,7276.49196,11299.19851,9075.22708
544.198,2966.0631,458.19494,2323.20923,7296.10149,11305.85089,9061.80327
544.42,2952.26786,456.28065,2336.29018,7315.57768,11311.26042,9048.70804
544.641,2939.12024,454.38542,2350.8997,7337.75387,11318.06518,9039.08899
544.863,2926.28214,453.0997,2365.81399,7358.23006,11326.20804,9026.01756
545.085,2914.7631,451.4378,2381.35208,7377.61577,11334.58423,9014.60804
545.307,2903.5631,450.57589,2396.65685,7399.05387,11344.99851,9006.45565
545.529,2892.32976,449.26637,2413.3997,7422.47768,11356.53185,8999.52708
545.75,2879.92024,448.11875,2429.37113,7445.20149,11364.96994,8989.63661
545.972,2868.83929,447.23304,2445.39018,7468.85387,11375.38423,8982.54137
546.194,2856.04881,446.44732,2460.77113,7489.63006,11383.31756,8972.08423
546.415,2845.62024,445.13304,2477.17113,7515.75387,11397.88423,8967.2128
546.637,2834.04405,444.57113,2493.45685,7539.37768,11410.60804,8959.54137
546.859,2823.63452,443.78065,2510.03304,7564.01101,11424.76042,8952.95565
547.08,2813.21548,443.78542,2526.59018,7587.15387,11438.06518,8946.16994
547.302,2801.83929,443.51875,2541.8997,7609.69196,11446.75565,8936.3128
547.524,2790.49643,443.18065,2558.19494,7631.51577,11456.65089,8925.40327
547.745,2779.56786,442.50446,2575.17589,7653.91577,11467.09375,8917.04613
547.967,2769.01071,441.8378,2592.72827,7676.54911,11478.49851,8909.72708
548.189,2758.86786,441.45208,2610.60446,7705.01101,11493.52232,8904.9747
548.41,2748.40119,441.30446,2628.24256,7729.97768,11507.86518,8899.81756
548.632,2738.84405,440.66161,2645.77589,7755.74435,11521.21756,8893.53661
548.853,2730.04405,440.72827,2665.04256,7786.15863,11538.75565,8893.41756
549.075,2721.56786,440.33304,2683.3997,7812.95863,11554.04613,8889.99375
549.296,2711.65357,440.31875,2701.64256,7836.4253,11568.78899,8884.1747
549.518,2701.825,440.09494,2720.22351,7863.46815,11582.95089,8883.14613
549.739,2690.72024,439.96637,2736.45208,7887.73482,11595.56042,8876.45565
549.961,2680.54405,439.9997,2754.47589,7915.42054,11610.42232,8871.57946
550.182,2670.24405,440.57589,2771.09018,7940.48244,11620.78423,8863.3128
550.403,2660.18214,440.91399,2789.6378,7968.57768,11636.59375,8860.30327
550.625,2650.25357,441.75208,2807.64256,7994.11101,11651.45089,8852.76994
550.846,2641.77262,442.14256,2826.45685,8025.17768,11668.98423,8849.36518
551.068,2631.60119,442.9378,2845.0378,8052.13006,11681.88423,8843.14137
551.289,2622.51548,443.46637,2864.60923,8081.93482,11698.35565,8839.42708
551.51,2611.725,444.0378,2881.15208,8106.01101,11708.36518,8828.78423
551.732,2600.98214,444.43304,2899.22351,8133.73482,11721.31756,8822.50327
551.953,2592.87738,444.9997,2919.82351,8164.07292,11740.23661,8821.80804
552.174,2583.85357,445.78065,2940.72351,8194.36815,11757.50327,8819.68423
552.396,2575.74881,447.01399,2961.56637,8226.10625,11773.69851,8818.42708
552.617,2567.69167,448.9997,2982.64732,8258.46815,11794.06042,8820.44137
552.838,2559.28214,450.53304,3002.36637,8287.29196,11811.92708,8818.75565
553.059,2551.15357,452.04256,3022.94732,8321.32054,11832.88423,8819.7747
553.281,2543.65833,453.84732,3045.16637,8356.49196,11854.10327,8822.0128
553.502,2534.18214,454.78065,3065.23304,8387.12054,11871.3128,8819.83185
553.723,2526.1869,456.71875,3087.31399,8421.89673,11892.31756,8820.54613
553.944,2518.5631,458.19018,3107.99494,8455.34435,11910.96994,8821.10327
554.166,2510.3631,459.74256,3128.44256,8485.93006,11928.35089,8817.26518
554.387,2502.32024,461.71875,3151.56637,8521.58244,11949.43185,8819.2128
554.608,2494.72976,463.0997,3174.60923,8557.16815,11970.30327,8822.14613
554.829,2488.20595,464.96637,3198.42827,8596.35863,11996.38899,8827.98423
555.05,2481.325,467.20923,3220.62351,8631.35387,12018.09851,8828.89851
555.271,2474.09643,468.46161,3244.49018,8667.28244,12041.1747,8831.90804
555.492,2466.40119,470.04732,3266.66637,8700.74911,12060.79375,8833.69851
555.713,2460.05357,472.02351,3290.02351,8738.90149,12086.20327,8837.86042
555.934,2452.07738,474.1378,3312.10923,8773.51577,12104.45089,8840.24137
556.155,2444.81071,476.36161,3336.4378,8809.95863,12128.57946,8847.11756
556.376,2439.28214,478.48065,3360.98542,8848.40149,12153.86994,8853.08423
556.597,2431.93929,480.48542,3383.94732,8883.59673,12175.65565,8855.9747
556.818,2426.0869,482.61875,3407.53304,8920.94435,12201.23661,8864.06994
557.039,2418.30119,484.73304,3430.15685,8956.38244,12223.48899,8867.58423
557.26,2412.10595,486.5997,3453.68065,8994.53958,12246.73661,8872.75565
557.481,2405.66786,488.41399,3478.56161,9033.81101,12270.06518,8879.45565
557.702,2397.63452,490.56637,3501.41875,9066.05863,12288.93185,8880.86518
557.923,2391.02976,493.41875,3524.82827,9103.47768,12312.29851,8886.36518
558.144,2383.62976,496.25685,3549.15208,9138.84435,12332.99375,8889.39375
558.365,2377.72976,499.28065,3574.65685,9177.99673,12357.66994,8897.16518
558.586,2370.4631,501.8997,3600.43304,9215.72054,12379.2128,8901.36518
558.807,2364.9631,505.68542,3627.09018,9256.31101,12405.37946,8909.82708
559.028,2359.23452,508.9997,3653.50446,9297.53482,12429.7128,8916.88423
559.248,2353.88214,512.2378,3679.40923,9336.97292,12453.79851,8920.87946
559.469,2346.03929,515.07113,3703.02827,9371.15387,12472.36994,8924.36994
559.69,2339.53929,518.07589,3727.38542,9407.75863,12494.03661,8928.59375
559.911,2332.93452,521.49018,3753.11875,9447.00149,12516.39375,8935.00804
560.132,2326.22024,525.20446,3780.72827,9489.61577,12543.1747,8944.18899
560.352,2319.59643,528.5378,3806.65208,9527.25387,12564.58899,8950.00804
560.573,2313.77738,532.23304,3834.42351,9567.7872,12590.32708,8957.89375
560.794,2309.11548,535.98542,3862.37113,9613.47768,12617.74613,8968.37946
561.015,2303.53452,539.93304,3890.50923,9656.88244,12644.10804,8978.35089
561.235,2297.37738,544.35208,3919.79018,9699.91101,12669.66042,8986.15565
561.456,2291.52024,548.65685,3949.32351,9744.6872,12695.48899,8994.20804
561.677,2285.92024,553.01875,3977.96161,9786.14435,12720.53185,9002.39375
561.897,2280.1631,557.54256,4007.49018,9833.8253,12749.32232,9013.35565
562.118,2274.23452,562.41399,4034.9997,9875.40625,12771.8747,9021.20804
562.339,2269.45833,566.86161,4065.37589,9921.36339,12798.29851,9030.63661
562.559,2263.27738,570.94256,4094.40923,9964.50625,12822.0747,9039.73185
562.78,2258.25357,575.66161,4123.58065,10011.34435,12848.03661,9050.58423
563.0,2250.91548,579.60446,4151.45208,10050.33958,12867.80804,9055.74613
563.221,2245.5869,584.3378,4181.36161,10097.1872,12894.45565,9066.74137
563.441,2238.41071,588.47113,4208.40923,10139.57292,12915.66994,9071.67946
563.662,2232.78214,593.00446,4236.47589,10182.16339,12938.51756,9079.42232
563.882,2225.91071,597.97113,4266.11399,10224.07292,12960.86994,9088.86518
564.103,2220.33929,602.44732,4296.18542,10269.50625,12984.51756,9094.74137
564.323,2214.1869,607.16637,4326.52827,10313.12054,13008.26042,9103.00804
564.544,2209.26786,612.51875,4358.05208,10358.80149,13032.65089,9114.12708
564.764,2204.70595,617.6378,4389.66161,10404.77768,13057.35565,9122.93185
564.985,2198.84405,622.88542,4421.59494,10450.47768,13081.71756,9132.80327
565.205,2193.46786,627.6378,4452.72827,10493.95863,13103.76042,9140.20804
565.426,2187.54405,633.04256,4483.54732,10535.14435,13124.52708,9147.02232
565.646,2182.0631,638.42827,4513.79494,10577.15387,13147.03185,9155.3747
565.866,2175.71548,643.62351,4542.71399,10618.77768,13166.78899,9161.94137
566.087,2169.33929,648.77589,4573.1378,10660.26339,13187.85565,9170.66042
566.307,2163.2869,653.69494,4603.51875,10704.50625,13208.92232,9177.51756
566.528,2156.87262,658.92351,4633.53304,10743.50625,13226.65089,9181.08423
566.748,2150.37262,663.99018,4665.82827,10785.50149,13246.86994,9184.39375
566.968,2143.33929,669.37589,4696.25685,10826.70625,13264.16518,9187.80804
567.188,2135.90595,674.61399,4725.20923,10867.38244,13280.34613,9187.47946
567.409,2130.17738,680.15208,4757.29018,10910.76815,13299.99851,9192.35565
567.629,2124.09167,686.72827,4791.09494,10957.01101,13322.36042,9200.81756
567.849,2117.89643,692.85208,4823.01875,10998.53958,13341.43185,9206.69851
568.069,2111.62024,698.76161,4854.14732,11038.72054,13359.16042,9210.14137
568.29,2104.32976,704.5997,4884.9997,11078.69196,13377.84613,9214.4128
568.51,2097.70119,710.56637,4916.09018,11117.34911,13394.13661,9216.49375
568.73,2092.05833,717.21875,4949.31399,11158.65863,13413.75565,9222.85089
568.95,2085.48214,723.58542,4979.91399,11197.0872,13429.56042,9226.60327
569.17,2078.43452,729.1378,5008.85685,11233.83958,13444.68899,9226.50804
569.39,2071.825,735.26637,5038.02351,11268.73006,13459.05565,9226.5128
569.611,2065.13929,742.14256,5068.72351,11305.28244,13474.59375,9227.95565
569.831,2057.94881,748.98065,5099.68542,11346.86815,13493.26994,9231.33185
570.051,2050.8869,754.90446,5129.4997,11382.40149,13506.06994,9228.6747
570.271,2043.325,761.26637,5159.81875,11419.62054,13519.63185,9228.50327
570.491,2035.02976,767.02351,5188.05685,11451.09196,13530.29375,9225.5747
570.711,2027.00595,773.45208,5216.69018,11482.06815,13540.26518,9219.60804
570.931,2018.825,780.41399,5247.91399,11514.71577,13553.38423,9217.41756
571.151,2010.94881,786.93304,5276.50923,11547.25387,13564.82232,9215.58423
571.371,2003.50595,793.35685,5304.42351,11578.29673,13576.13185,9212.9747
571.591,1996.05357,799.82827,5333.18542,11608.39196,13588.36994,9210.61756
571.811,1988.15833,806.30446,5362.30446,11632.37292,13596.18423,9203.90804
572.031,1979.62976,813.20923,5388.62827,11659.36815,13606.15089,9198.18423
572.251,1970.7631,819.57589,5414.12827,11684.27292,13611.9747,9188.40804
572.471,1961.29643,825.89018,5439.25685,11708.45387,13618.33661,9176.66994
572.691,1952.9869,832.56161,5466.09494,11736.47768,13628.16518,9172.17946
572.911,1944.74405,839.39018,5492.29494,11758.23482,13633.4747,9160.15089
573.131,1934.35833,845.95208,5517.74256,11781.05863,13639.4128,9149.19851
573.35,1924.33452,852.37589,5542.87113,11801.23958,13644.40327,9136.94137
573.57,1914.76786,858.8997,5568.89018,11824.42054,13650.70327,9125.72708
573.79,1905.19167,865.47113,5593.61875,11846.79673,13655.95565,9115.33185
574.01,1895.39643,872.7378,5619.58065,11868.95387,13660.90327,9105.25089
574.23,1885.64405,878.94256,5643.82351,11890.13006,13664.00327,9092.96994
574.449,1875.90119,885.44732,5665.88542,11904.46815,13662.66042,9075.10804
574.669,1865.8869,892.05208,5689.56637,11922.37292,13665.39851,9061.10327
574.889,1855.76786,898.35208,5710.94256,11936.49196,13664.92708,9041.50804
575.109,1846.55833,905.02351,5734.11875,11954.3253,13667.32708,9025.81756
575.328,1836.725,911.87113,5755.40923,11970.99673,13668.15565,9009.88899
575.548,1826.90119,918.07589,5774.36161,11984.85863,13666.12708,8990.59851
575.768,1816.39643,924.27589,5795.78542,11997.15387,13664.26042,8972.38899
575.988,1805.09167,930.85685,5816.65208,12010.1253,13662.76042,8952.81756
576.207,1794.025,937.29018,5835.1378,12021.82054,13659.31756,8931.90804
576.427,1783.77738,943.88542,5854.76637,12035.94435,13658.69851,8914.48899
576.647,1773.15357,949.83304,5876.65685,12046.47768,13657.34613,8894.56994
576.866,1763.24405,956.32351,5894.24256,12057.11577,13654.84613,8873.98899
577.086,1754.56786,963.51399,5918.19018,12072.95863,13655.8128,8859.16994
577.305,1744.52976,969.78542,5939.90923,12084.44911,13653.51756,8840.13185
577.525,1733.41548,976.07589,5958.07113,12096.41101,13649.84613,8820.52232
577.744,1723.3869,982.6378,5976.19494,12108.15387,13646.06518,8799.73661
577.964,1711.95357,989.12351,5992.95208,12117.04911,13640.59375,8776.35089
578.184,1702.11548,995.53304,6010.40446,12126.17768,13635.80804,8754.20804
578.403,1691.59167,1002.64732,6027.71399,12133.33006,13629.9128,8730.45089
578.623,1680.1869,1007.93304,6042.55685,12136.80149,13618.42708,8702.3128
578.842,1669.62024,1014.57113,6059.12827,12142.05387,13611.55565,8676.35089
579.062,1658.84405,1020.36161,6076.65685,12149.93958,13605.57946,8652.35565
579.281,1648.0869,1027.22827,6093.10923,12155.39196,13599.59375,8628.96042
579.5,1637.11548,1033.74732,6109.05685,12160.20625,13592.29375,8606.11756
579.72,1626.60595,1040.56637,6125.85685,12164.75387,13584.32232,8581.63661
579.939,1616.02976,1046.7378,6142.30446,12170.5872,13576.03661,8556.92232
580.159,1604.8631,1052.85685,6156.12351,12171.1253,13564.24613,8527.96994
580.378,1593.86786,1059.92827,6171.98542,12177.59196,13556.00327,8501.63661
580.597,1583.59643,1067.31399,6187.11875,12181.10149,13546.20804,8478.48899
580.817,1573.31071,1074.00923,6201.78065,12182.11577,13536.48899,8451.71756
581.036,1562.92976,1080.8378,6217.51399,12186.31101,13528.13185,8426.98899
581.255,1552.80595,1087.88542,6229.65208,12186.15387,13514.74137,8397.88899
581.475,1541.62976,1094.26161,6243.0997,12186.12054,13503.0747,8369.90327
581.694,1529.19167,1100.00923,6252.23304,12182.17768,13488.83661,8337.33185
581.913,1517.91548,1106.50923,6262.19018,12179.13958,13475.28423,8306.30804
582.132,1507.86786,1112.02351,6275.86637,12178.69196,13462.56994,8279.45089
582.352,1497.74405,1118.36637,6287.83304,12177.76339,13451.2128,8251.53185
582.571,1488.0631,1124.98542,6300.56637,12175.80149,13438.29851,8223.54613
582.79,1476.89167,1131.04732,6313.91399,12174.73958,13425.47946,8195.05565
583.009,1466.69643,1136.99018,6327.5378,12175.40625,13413.4747,8165.49851
583.229,1457.01071,1144.03304,6340.55208,12175.80625,13404.29375,8138.37946
583.448,1446.17262,1150.0997,6351.87589,12172.46339,13390.16518,8108.90804
583.667,1435.68214,1157.20923,6362.58065,12168.96815,13377.2747,8080.18899
583.886,1425.45833,1164.0997,6374.8378,12170.02054,13365.20327,8050.94613
584.105,1415.05357,1170.77113,6387.12827,12168.69196,13351.48423,8019.88899
584.324,1405.13929,1177.02827,6398.11875,12167.4872,13338.28423,7991.52708
584.543,1394.91548,1183.60923,6407.02827,12163.39673,13323.03185,7960.93185
584.762,1385.1631,1191.09494,6420.37589,12164.27292,13311.95089,7935.33185
584.981,1375.40595,1196.96161,6431.75208,12158.62054,13296.16042,7904.34137
585.2,1365.52024,1202.19494,6441.84732,12155.0872,13281.53661,7872.53661
585.419,1356.32976,1208.66637,6455.00446,12157.06815,13270.19851,7846.68423
585.638,1346.34405,1215.1378,6466.54732,12155.09673,13255.69851,7819.26518
585.857,1336.3869,1221.66161,6480.17589,12156.16815,13244.54613,7792.04613
586.076,1326.78214,1228.28065,6493.49494,12154.35387,13231.23661,7763.25565
586.295,1317.59643,1234.41875,6504.60446,12152.17768,13217.1128,7735.20327
586.514,1309.87738,1241.98065,6521.67589,12158.18244,13208.21756,7712.18899
586.733,1300.25357,1249.70923,6535.10446,12160.09196,13197.15089,7684.94137
586.952,1290.95833,1256.06637,6546.5997,12157.14435,13181.67946,7656.36042
587.171,1281.36786,1262.98065,6556.49494,12154.28244,13167.24613,7627.72232
587.39,1272.94405,1270.60923,6567.69018,12154.76339,13155.20327,7600.28899
587.609,1263.625,1277.28542,6579.31875,12152.2253,13142.84613,7573.84613
587.828,1254.67738,1284.25685,6592.33304,12151.30149,13129.14613,7546.86518
588.047,1245.81548,1291.08065,6602.79018,12150.91101,13114.32232,7518.94613
588.265,1237.44405,1297.81399,6615.57589,12148.99673,13101.56994,7492.58899
588.484,1228.33929,1304.0378,6626.09494,12145.36339,13085.60327,7464.74137
588.703,1219.81071,1310.81875,6638.28065,12142.8872,13072.47946,7440.45565
588.922,1211.48214,1317.91875,6650.28542,12144.34911,13060.80327,7415.15089
589.141,1203.25357,1325.19494,6663.04732,12143.00149,13048.8747,7388.8128
589.359,1195.76786,1331.7997,6675.27113,12143.05863,13038.27946,7364.46042
589.578,1187.52024,1338.56161,6684.88542,12143.73006,13026.60327,7338.53661
589.797,1179.39643,1346.51399,6697.08542,12144.20149,13015.33661,7313.1747
590.015,1170.71071,1354.10446,6708.74256,12143.43958,13003.34137,7286.89375
590.234,1162.93452,1361.43304,6720.09018,12144.50625,12991.9747,7260.33185
590.453,1154.94881,1368.20446,6729.71875,12141.68244,12977.6128,7234.07946
590.671,1147.55833,1375.76637,6742.37589,12143.03006,12968.0128,7211.26042
590.89,1139.73452,1383.84256,6754.04256,12142.82054,12955.7747,7186.80327
591.109,1130.21548,1390.58065,6762.05685,12135.15863,12938.50804,7156.88899
591.327,1122.8869,1398.16161,6773.75208,12134.16339,12926.81756,7133.22232
591.546,1115.40119,1405.96637,6786.69494,12135.71101,12918.16994,7111.71756
591.764,1108.625,1412.86637,6800.3997,12139.6253,12908.88899,7090.39375
591.983,1101.31548,1419.72351,6813.06161,12139.26815,12896.23185,7066.38423
592.202,1093.6631,1427.61875,6824.98542,12141.20625,12883.0747,7042.59851
592.42,1086.51548,1436.09018,6837.01399,12144.80149,12874.4747,7021.89851
592.639,1079.6631,1444.35208,6852.46161,12148.65387,12866.91756,7002.62708
592.857,1072.23929,1451.8378,6866.08542,12151.25387,12855.99851,6980.7747
593.076,1065.3631,1460.11875,6879.26637,12156.1253,12847.88423,6960.66994
593.294,1058.27738,1468.41875,6891.92827,12161.16339,12838.09375,6939.16518
593.513,1051.7869,1476.14732,6907.9997,12165.63482,12829.33661,6918.3747
593.731,1045.54881,1483.87113,6924.54732,12172.60625,12822.99851,6898.94613
593.949,1038.14405,1491.4997,6938.30923,12176.40625,12812.4747,6876.2128
594.168,1032.36786,1500.94732,6954.14732,12180.0872,12803.18899,6856.33185
594.386,1025.81548,1509.41875,6969.42351,12184.79196,12794.60327,6836.43185
594.605,1019.53929,1517.51875,6986.68065,12191.8872,12786.7747,6817.66518
594.823,1012.89167,1526.45685,7004.08065,12198.73006,12780.80804,6799.40327
595.041,1006.31548,1535.95208,7021.52827,12205.51101,12774.74137,6782.29375
595.26,1000.01548,1544.24256,7036.7378,12209.18244,12764.5747,6762.84613
595.478,994.12976,1553.09494,7055.8997,12216.39673,12760.2747,6746.23661
595.696,988.325,1561.89018,7071.87589,12223.66339,12753.88899,6728.66042
595.914,981.79643,1569.9378,7085.86637,12226.80625,12744.38423,6706.17946
596.133,975.62024,1577.88542,7100.27113,12231.44435,12732.66994,6683.56042
596.351,969.47262,1587.14256,7118.27589,12240.70625,12727.14137,6666.60804
596.569,963.13452,1596.46161,7134.10923,12245.60625,12721.03185,6649.26042
596.787,957.92976,1605.2378,7150.12827,12249.77292,12714.87946,6631.69375
597.006,951.75357,1613.38542,7166.42351,12253.23482,12706.04137,6610.9747
597.224,946.20595,1622.05208,7181.72351,12257.27292,12698.00804,6589.89375
597.442,940.49643,1631.87113,7198.58542,12265.2872,12691.63661,6570.94137
597.66,934.54881,1640.2378,7215.06637,12268.7872,12683.26518,6552.19375
597.878,928.85357,1649.05208,7230.87589,12271.27292,12674.73661,6531.1128
598.096,922.55357,1658.26161,7243.31875,12273.33482,12665.05565,6511.11756
598.315,916.62024,1666.81875,7257.21875,12276.8872,12655.84137,6492.8747
598.533,911.51071,1675.65685,7274.25685,12282.29673,12650.89375,6476.77946
598.751,904.59167,1684.40446,7291.32351,12287.45387,12646.62232,6459.62232
598.969,899.12024,1693.27589,7306.8997,12292.39196,12639.99375,6440.75565
599.187,893.91071,1702.55685,7320.30923,12293.57768,12631.37946,6421.19851
599.405,888.50595,1711.82351,7333.44256,12294.54435,12622.21756,6401.91756
599.623,883.11548,1720.51399,7348.45208,12300.50625,12615.26994,6384.25565
599.841,877.6631,1729.56161,7364.72351,12307.22054,12608.24613,6366.44613
600.059,872.01071,1738.66161,7378.71399,12310.05863,12597.72708,6345.65565
600.277,867.60595,1748.58065,7395.24256,12317.61577,12592.69375,6329.09851
600.495,863.24881,1759.22827,7416.69018,12326.29673,12589.45565,6314.94137
600.713,858.73929,1769.26637,7436.27589,12333.58244,12587.06042,6300.4128
600.931,853.69167,1777.95685,7450.05685,12332.77768,12576.0747,6280.47946
601.149,848.8869,1786.88065,7468.22351,12341.22054,12570.47946,6264.27946
601.366,843.87262,1797.17113,7488.00923,12352.87768,12566.28423,6248.13185
601.584,839.19643,1806.95208,7504.14256,12358.69673,12559.1747,6231.55089
601.802,834.15833,1816.24732,7518.8378,12363.53482,12551.16994,6214.81756
602.02,829.68214,1825.4378,7535.32351,12368.26339,12545.55565,6198.18423
602.238,825.72024,1835.70923,7556.61399,12380.03958,12543.50327,6183.63661
602.456,821.45357,1845.54256,7575.93304,12389.58244,12539.78899,6171.00804
602.674,816.97738,1856.34256,7598.45208,12400.36815,12537.25089,6158.52232
602.891,812.07738,1867.36161,7616.9997,12408.26815,12531.78423,6143.31756
603.109,807.1631,1878.50446,7637.21875,12418.17768,12526.53185,6127.55565
603.327,803.82024,1888.86161,7654.77113,12425.63006,12518.36518,6111.38899
603.545,799.5631,1900.04256,7676.8378,12437.06339,12517.5747,6100.76042
603.762,795.17262,1910.8997,7699.07589,12448.55863,12516.87946,6088.64613
603.98,790.67262,1920.66637,7721.5997,12460.17292,12513.25565,6074.27946
604.198,786.31548,1931.21399,7739.10923,12464.94911,12505.98423,6056.64613
604.415,782.32976,1942.74732,7758.85685,12474.18244,12505.2747,6042.5747
604.633,778.83929,1954.6997,7782.29018,12485.17292,12506.5128,6030.92708
604.851,774.3631,1964.95208,7802.1378,12492.04435,12502.51756,6016.35089
605.068,769.54881,1974.5997,7815.99494,12496.19196,12494.73661,5999.8128
605.286,765.62024,1985.72827,7834.2378,12503.57292,12489.20327,5984.34137
605.503,761.89167,1997.27113,7855.35685,12514.94435,12488.20804,5971.28899
605.721,757.99167,2009.3378,7877.81875,12525.75863,12487.74613,5959.52232
605.939,753.56786,2019.07589,7893.13304,12528.29196,12482.82232,5945.06042
606.156,749.64881,2028.73304,7913.19494,12536.71577,12479.41756,5931.69851
606.374,745.54881,2040.15685,7935.00446,12546.64911,12476.59851,5919.3128
606.591,741.85357,2051.51875,7957.49018,12557.53482,12474.84613,5907.60804
606.809,737.75357,2062.81399,7975.61875,12563.49196,12470.99851,5893.55565
607.026,733.95833,2073.64732,7994.61875,12572.0872,12467.68899,5878.74137
607.244,730.21548,2085.79018,8014.69018,12581.37292,12465.0747,5865.44137
607.461,726.6869,2096.67113,8034.76637,12589.80625,12460.87946,5851.93661
607.679,723.28214,2108.03304,8053.92351,12597.57292,12458.02708,5839.14137
607.896,719.35357,2119.19494,8075.51399,12609.43482,12458.20327,5827.03185
608.113,715.65833,2129.08542,8091.55208,12614.45863,12448.7128,5809.11756
608.331,711.82976,2140.37589,8111.71399,12621.85387,12443.25565,5793.14613
608.548,709.00595,2151.94732,8132.1997,12630.03482,12441.3747,5779.95089
608.766,705.66786,2162.97113,8154.13304,12641.00625,12440.64137,5767.6128
608.983,702.41548,2173.87113,8175.44732,12651.65863,12438.04613,5754.59851
609.2,698.825,2184.09018,8189.95685,12657.3872,12429.84137,5738.73661
609.418,695.31071,2195.18065,8212.56161,12668.13958,12428.17946,5725.93661
