wavelength_nm,intensity
440.7953976988494,61207264460.09769
440.9704852426213,61369572478.83568
441.1455727863932,61532133079.94337
441.3206603301651,61694946223.19803
441.4957478739369,61858011867.5318
441.6708354177088,62021329971.03232
441.8459229614807,62184900490.942406
442.0210105052526,62348723383.66191
442.1960980490245,62512798604.7476
442.3711855927964,62677126108.91421
442.5462731365683,62841705850.03534
442.7213606803401,63006537781.143036
442.8964482241121,63171621854.43036
443.0715357678839,63336958021.25025
443.2466233116558,63502546232.117294
443.4217108554277,63668386436.70805
443.5967983991996,63834478583.86162
443.77188594297144,64000822621.58129
443.9469734867434,64167418497.03401
444.1220610305153,64334266156.55178
444.2971485742871,64501365545.63215
444.472236118059,64668716608.93951
444.6473236618309,64836319290.30493
444.8224112056028,65004173532.72787
444.99749874937464,65172279278.376
445.1725862931466,65340636468.58686
445.34767383691843,65509245043.86776
445.5227613806903,65678104943.89725
445.69784892446216,65847216107.525375
445.8729364682341,66016578472.77499
446.048024012006,66186191976.84225
446.22311155577785,66356056556.09671
446.3981990995498,66526172146.083725
446.57328664332164,66696538681.52379
446.74837418709353,66867156096.313934
446.9234617308654,67038024323.52856
447.0985492746373,67209143295.419815
447.27363681840916,67380512943.41931
447.4487243621811,67552133198.137955
447.62381190595295,67724003989.367134
447.79889944972484,67896125246.07989
447.97398699349674,68068496896.43146
448.14907453726863,68241118867.759796
448.3241620810405,68413991086.58683
448.49924962481236,68587113478.61954
448.6743371685843,68760485968.75008
448.84942471235615,68934108481.05727
449.02451225612805,69107980938.80685
449.19959979989994,69282103264.45335
449.37468734367184,69456475379.63957
449.5497748874437,69631097205.1989
449.72486243121557,69805968661.15506
449.89994997498746,69981089666.72337
450.07503751875936,70156460140.31206
450.25012506253125,70332079999.52234
450.42521260630315,70507949161.14998
450.60030015007504,70684067541.18607
450.7753876938469,70860435054.81757
450.95047523761883,71037051616.42873
451.12556278139067,71213917139.60124
451.30065032516256,71391031537.11609
451.47573786893446,71568394720.95413
451.65082541270635,71746006602.29646
451.8259129564782,71923867091.52599
452.00100050025014,72101976098.22833
452.17608804402204,72280333531.19214
452.3511755877939,72458939298.41142
452.52626313156577,72637793307.08418
452.70135067533766,72816895463.61603
452.87643821910956,72996245673.6191
453.0515257628814,73175843841.91391
453.22661330665335,73355689872.53032
453.4017008504252,73535783668.70802
453.5767883941971,73716125132.89804
453.7518759379689,73896714166.7637
453.92696348174087,74077550671.18092
454.10205102551276,74258634546.23984
454.2771385692846,74439965691.24576
454.45222611305655,74621544004.71983
454.6273136568284,74803369384.40047
454.8024012006003,74985441727.24332
454.9774887443722,75167760929.42418
455.1525762881441,75350326886.33795
